,message_url,From,Subject,Date,body
27,https://politicalemails.org/messages/1061078,Donald J. Trump,Harassing my staff,"May 29, 2023 12:22 AM","Liquid error: Internal error <[link removed]> John, As I wrote to you in an email yesterday, I’m used to the Deep State’s attacks against me. When you run for president as a political outsider and pledge to drain the swamp and root out corruption, you are going to be mercilessly attacked. <[link removed]> But I will NEVER get used to the vicious attacks against my supporters, my associates, and my family members. That’s why I’m disgusted that the Biden-appointed Special Counsel is harassing, threatening, and terrorizing my staff. <[link removed]> The Deep State only attacks me, because I give a voice to YOU, the American people. They would have ZERO SHAME framing you, harassing you, or threatening you if you stood in their way. But in 2024, We The People will once again take back the reins of our country and save our Republic before it’s lost for good. So please, make a contribution to SAVE AMERICA – for 1,500% impact. <[link removed]> Contribute $24 >> <[link removed]>Contribute $47 >> <[link removed]>Contribute $75 >> <[link removed]>Contribute $100 >> <[link removed]>Contribute $250 >> <[link removed]>Contribute Other Amount >> <[link removed]> Thank you, <[link removed]> Donald J. Trump 45th President of the United States ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
28,https://politicalemails.org/messages/1060920,Donald J. Trump,NEW POLL: “Electoral Landslide”,"May 28, 2023 8:29 PM","Liquid error: Internal error <[link removed]> John, have you heard? Trump expands lead, poised for 'electoral landslide' <[link removed]> [Source: Washington Examiner] After smashing fundraising records last month following my sham ARREST, another new poll shows us posting HISTORIC numbers. We’ve officially grown our commanding lead in the GOP primary to more than 40 POINTS while also leading Crooked Joe Biden by 4 points in the general election! The time has come to lock up the nomination, John. We can’t give Soros and Biden their wish of a long and drawn-out contest that gives them the upper hand. <[link removed]> With YOUR help, we can effectively END the primary TODAY and shift 100% of our focus to DOUBLING our current lead over Crooked Joe. <[link removed]> Please make a contribution to our Primary Victory Fund to help end the primary so that we can shift our focus to DOUBLING our 4-point LEAD over Biden – for 1,500% impact. <[link removed]> Contribute $24 >> <[link removed]>Contribute $47 >> <[link removed]>Contribute $75 >> <[link removed]>Contribute $100 >> <[link removed]>Contribute $250 >> <[link removed]>Contribute Other Amount >> <[link removed]> John, this same new poll shows that not only are we SURGING, but that we’re doing so among voters who are the most concerned about our country’s future under Biden. Simply put, the American people know OUR movement is our country’s FINAL HOPE. <[link removed]> Just think back to my FINAL State of the Union Address as your President… Our economy was booming like never before. Overseas jobs were pouring back into the country. Cost of living was affordable. We were not only energy independent, we were energy DOMINANT. Our border was SECURE. The wall was being built. Our streets were SAFE. Washington swamp creatures were finally beholden to THE PEOPLE. We were respected on the world stage. Our military was STRONG. We were TOUGH on China and Russia. Your God-given freedoms were protected. Simply put, we were WINNING! And all of this can be had once more. That’s why Americans from every corner of the country are UNITING behind Trump 2024, because together, we can and we WILL save America. But our fight to win back the White House and renew America’s greatness is dependent on the support of grassroots patriots like YOU. <[link removed]> So please, make a contribution to our Primary Victory Fund to help end the primary so that we can shift our focus to DOUBLING our 4-point LEAD over Biden – for 1,500% impact. <[link removed]> Thank you, <[link removed]> Donald J. Trump 45th President of the United States ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
29,https://politicalemails.org/messages/1060768,Donald J. Trump,“Special Counsel Zooms In on Possible Criminal Charges”,"May 28, 2023 5:01 PM","The witch hunts truly will never end… and that is why we MUST win. ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ <[link removed]>John, The radical Left will never stop… In Trump Probe, Special Counsel Zooms In on Possible Criminal Charges [Source: Wall Street Journal] They will continue to viciously attack me, smear me, and even ARREST me despite not having committed a single crime. The Deep State will continue this assault on my freedom solely because I fight for YOUR freedom… …Because it’s not really me they’re after, it’s YOU – I’m just standing in the way. When I first came down the golden escalator at Trump Tower, I denounced the Washington Swamp and put you FIRST. And together, for the first time in decades, WE created a government of, by, and for the PEOPLE. For that, the globalist special interests, the entrenched bureaucrats, and the Deep State have all made me their public enemy #1. But despite the endless despicable witch hunts, not a day goes by where my resolve wavers. Time and time again, I am reminded of the more than 74 MILLION American patriots who make up our incredible MAGA movement. YOU are my courage, my strength, and my hope. And with every new witch hunt they throw our way, I only grow that much more confident that we WILL win back the White House and SAVE our country in 2024! Please make a contribution of ANY amount – truly even just $1 – to help continue to DEFEND our movement from the never-ending witch hunts – for 1,500% impact.  <[link removed]> Thank you and God bless you, <[link removed]>Donald J. Trump 45th President of the United States ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
30,https://politicalemails.org/messages/1060582,DonaldJTrump.com,Never lose hope!,"May 28, 2023 1:20 PM","Liquid error: Internal error <[link removed]> “With a dark cloud over our beloved country, I have no doubt, nevertheless, that we will Make America Great Again.” <[link removed]> -President Donald J. Trump (Tuesday, April 4, 2023 – The Day of his Arrest) <[link removed]> Please make a contribution to peacefully stand with President Trump and SAVE the greatest country in history – for 1,500% impact. <[link removed]> Contribute $24 >> <[link removed]>Contribute $47 >> <[link removed]>Contribute $75 >> <[link removed]>Contribute $100 >> <[link removed]>Contribute $250 >> <[link removed]>Contribute Other Amount >> <[link removed]> Thank you, Team Trump ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
31,https://politicalemails.org/messages/1060432,Team Trump,PASSWORD PROTECTED,"May 27, 2023 11:57 PM","Liquid error: Internal error John, There is no end in sight to the Left’s despicable witch hunts. But President Trump always knew that the Democrats would go to unimaginable lengths to try and stop our movement in 2024. And he will NEVER SURRENDER to their tyranny because they aren’t just attacking him, they’re trying to CANCEL OUT YOUR VOTE <[link removed]>. With so much on the line, and the witch hunts continuing to heat up like never before, President Trump requested that we send YOU this password-protected message. Please access your private message by following this secure link with the password below: <[link removed]> [link removed] <[link removed]> PASSWORD:MAGA <[link removed]> <[link removed]> Thank you, Team Trump ACCESS YOUR MESSAGE >>  <[link removed]> PASSWORD: <[link removed]>MAGA <[link removed]> ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
32,https://politicalemails.org/messages/1060318,"Donald J. Trump, me (2)",re: THE TIME HAS COME,"May 27, 2023 8:02 PM","Liquid error: Internal error Now that we’re up by 30, it’s time to unite… ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ John, George Soros said he’s hoping the Republican primary drags on forever so that Biden can quietly walk away with the White House unscathed.…I wouldn’t be shocked if he even meddles in our primary to make that happen!That’s why, now that we’ve secured a 30-POINT LEAD, it’s time for Republicans to COALESCE and UNITE behind “Trump 2024” so that we can focus 100% on defeating Biden.We need to keep surging EVEN HIGHER in the polls so that there’s NO QUESTION that Primary Voters are UNITED behind “Trump 2024.” I’ve set a new goal of 1,000,000 Primary Voters to make a contribution of any amount before 11:59 P.M. TONIGHT. What matters is not the amount we raise, but to show the SHEER NUMBER of Primary Voters who have donated. The quicker the primary ends, the quicker we can unite to CRUSH Biden. Please make a contribution to our Primary Victory Fund to surge even higher so that we can turn our focus to DEFEATING Joe Biden – for 1,000% impact. <[link removed]> <[link removed]>CONTRIBUTE $24 >> $264 <[link removed]>CONTRIBUTE $47 >> $517 <[link removed]>CONTRIBUTE $75 >> $825 <[link removed]>CONTRIBUTE $100 >> $1,100  <[link removed]>CONTRIBUTE $250 >> $2,750 <[link removed]>CONTRIBUTE OTHER AMOUNT  >> <[link removed]>Thank you, <[link removed]>Donald J. Trump 45th President of the United States---------- Forwarded message --------- From: Donald J. Trump Date: Thu, Mar 2, 2023 at 6:07 PM Subject: RE: 30-POINT LEAD To: < [email protected] > <[link removed]>John, Our campaign is surging like never before… Four new polls just showed us SWEEPING the GOP field – and one even shows we’ve amassed a 30-POINTLEAD.This is what WINNING looks like! And we’re the only ones who can do it in 2024. No other candidate is shown CRUSHING Biden and Kamala in the polls like we are.But to keep up this incredible momentum, I’m counting on every grassroots patriot of our “Silent” Majority to help me send a very LOUD message that our 30-point lead is only the beginning.Please make a contribution to our PRIMARY VICTORY FUND to capitalize on this brand-new momentum to MAKE AMERICA GREAT AGAIN – for 1,000% impact. <[link removed]> <[link removed]>CONTRIBUTE $24 >> $264 <[link removed]>CONTRIBUTE $47 >> $517 <[link removed]>CONTRIBUTE $75 >> $825 <[link removed]>CONTRIBUTE $100 >> $1,100  <[link removed]>CONTRIBUTE $250 >> $2,750 <[link removed]>CONTRIBUTE OTHER AMOUNT  >> <[link removed]>The fake news can’t hide the TRUTH with these new polls now in the public’s hands. They tried calling our massive surge last month a “February bump.”I don’t know about you John, but I would call a 30-point lead more than a “bump” in the polls… …We’re DOMINATING the entire field! Biden, the radical Democrats, and their corrupt billionaire megadonors like George Soros know that our historic MAGA movement is the single greatest THREAT to their power. And now, we have the perfect opportunity to capitalize on the heels of these new polls to WIN BACK the White House and TAKE BACK our country. So please, make a contribution to our PRIMARY VICTORY FUND to capitalize on this brand-new momentum to MAKE AMERICA GREAT AGAIN – for 1,000% impact. <[link removed]>Thank you, <[link removed]>Donald J. Trump 45th President of the United States ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
33,https://politicalemails.org/messages/1060170,Donald J. Trump,THIS WAS A COUP,"May 27, 2023 4:12 PM","Liquid error: Internal error <[link removed]> John, The TRUTH is finally coming out. Special Counsel John Durham’s report confirms THE INTELLIGENCE COMMUNITY NEVER HAD ANY ACTUAL EVIDENCE THAT I WAS A RUSSIAN AGENT. <[link removed]> The Deep State deliberately FRAMED ME as a Russian traitor in an attempt to destroy our campaign and then sabotage our presidency. <[link removed]> For 3 years – 24 hours a day, 7 days a week – the American public was fed LIE after LIE that their sitting president was a traitor. <[link removed]> This was a SILENT COUP against a duly elected president. <[link removed]> The Deep State HATED the idea of a political outsider leading the White House. They knew they could never control me or bully me into submission. So, they tried to frame me as a Russian agent – despite having ZERO EVIDENCE – in an attempt to destroy me and stop the one movement that puts YOU first. <[link removed]> As I’ve always said, they’re not really after me. They’re after YOU, I’m just standing in their way. <[link removed]> And you better believe that I will keep standing in their way, because I will NEVER, EVER SURRENDER the greatest country in history. <[link removed]> 2024 is our final chance to save our Republic. Either we destroy the Deep State, or the Deep State will destroy America. <[link removed]> Please make a contribution to SAVE AMERICA – for 1,500% impact. <[link removed]> <[link removed]> Contribute $24 >> <[link removed]>Contribute $47 >> <[link removed]>Contribute $75 >> <[link removed]>Contribute $100 >> <[link removed]>Contribute $250 >> <[link removed]>Contribute Other Amount >> <[link removed]> Thank you, <[link removed]> Donald J. Trump 45th President of the United States ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
34,https://politicalemails.org/messages/1059954,"Donald Trump, Jr.",RE: My father’s arrest,"May 27, 2023 12:53 PM","Liquid error: Internal error <[link removed]> John, My father was arrested despite having committee NO CRIME It’s hard to believe that I just typed those words. It’s hard to believe something so tyrannical could happen in America… …But this is the reality of our country now that the Radical Left Democrats run America. As you know — and as I’ve personally witnessed my entire life — my father is a WARRIOR. He will not let this sham indictment stop our mission to Make America Great Again! Our movement will prevail — just as we’ve prevailed after every other vicious attack. Following my father’s arrest, I’m asking you to watch these inspirational words from President Donald J. Trump. <[link removed]> <[link removed]> Watch Now >>  <[link removed]> Please watch the video — and consider making a contribution to SAVE AMERICA — for 1,500% impact. <[link removed]> Thank you, <[link removed]> Donald Trump, Jr. ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
35,https://politicalemails.org/messages/1059247,Donald J. Trump,Watch my statement on the Primary,"May 26, 2023 4:42 PM",FATAL ERROR: Failed to parse this email
36,https://politicalemails.org/messages/1059179,Official Trump Alerts,May 26th Update,"May 26, 2023 4:10 PM",FATAL ERROR: Failed to parse this email
37,https://politicalemails.org/messages/1058580,Team Trump,RE: MOURNING in America [Watch Now],"May 25, 2023 10:01 PM","Liquid error: Internal error <[link removed]> John, Ronald Reagan released a famous ad in the 1980s called “Morning in America.” But under Biden’s disastrous presidency, we are now “MOURNING in America.” Our once great country is DYING… <[link removed]> …And 2024 is our final chance to save it! <[link removed]> Reagan warned that if we don’t defend our freedoms, “one day we will spend our sunset years telling our children and our children's children what it was once like in the United States where men were free.” <[link removed]> Please watch our new ad “Mourning in America” – and then consider making a contribution to ensure it’s seen by every red-blooded patriot in the nation for 1,500% impact. <[link removed]> <[link removed]> Watch Now >>  <[link removed]> Contribute $24 >> <[link removed]>Contribute $47 >> <[link removed]>Contribute $75 >> <[link removed]>Contribute $100 >> <[link removed]>Contribute $250 >> <[link removed]>Contribute Other Amount >> <[link removed]> Thank you, Team Trump ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
38,https://politicalemails.org/messages/1058279,Donald J. Trump,I might be giving you a call,"May 25, 2023 6:52 PM","Liquid error: Internal error <[link removed]> John, Our campaign is about to cross the $15 MILLION MARK <[link removed]> since George Soros’ prosecutor indicted and then arrested me. It could truly happen any moment now… To show my absolute gratitude for our grassroots donors, I am going to personally CALL the donor who officially puts us across the $15,000,000 mark! <[link removed]> Will I be calling you, John? <[link removed]> Please make a contribution to help us OFFICIALLY cross $15,000,000 since the indictment – and I’ll give the donor who puts us over the top a THANK YOU CALL. <[link removed]> Contribute $24 >> <[link removed]>Contribute $47 >> <[link removed]>Contribute $75 >> <[link removed]>Contribute $100 >> <[link removed]>Contribute $250 >> <[link removed]>Contribute Other Amount >> <[link removed]> Soros thought he could get away with spending $1,000,000 to elect a prosecutor to do his dirty work. But Soros yet again underestimated the strength of our movement. Soros wasn’t just targeting me – but the millions and millions of patriots who peacefully make up our movement. And to show my gratitude for the millions of donors who make up our movement, I’m going to call the one donor who officially puts us over the $15 million mark – which could happen any moment now! <[link removed]> So please, make a contribution to help us OFFICIALLY cross $15,000,000 since the indictment – and I’ll give the donor who puts us over the top a THANK YOU CALL. <[link removed]> Thank you, <[link removed]> Donald J. Trump 45th President of the United States ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
39,https://politicalemails.org/messages/1058060,Official Trump Alerts,May 25th Update,"May 25, 2023 4:12 PM",FATAL ERROR: Failed to parse this email
40,https://politicalemails.org/messages/1057977,Donald J. Trump,Sadly...,"May 25, 2023 3:16 PM","Liquid error: Internal error <[link removed]> John, Every Republican elected official should be UNITED in outrage at what the Deep State has done to me and the America First movement. But sadly, some Republicans want to shy away from the topic, because they say they get tired of all the Deep State “drama.” <[link removed]> John, the weaponization of the FBI is one of the single biggest threats to our free Republic. My home has been raided. I was framed as a Russian asset. My family and associates have been intimidated. My private communications have been spied on. I’ve even been indicted and arrested – despite committing NO CRIME. And it’s not just me… Everyday, hardworking, freedom-loving patriots are also being targeted for holding views that go against the Deep State. That’s not “drama.” That’s a declaration of war on everything we value as Americans. <[link removed]> If these politicians get fatigued from a bit of “drama,” then the Deep State will eat them alive. They will not rise to the challenge to defend our Republic, and most importantly, defend YOU. But even though the Deep State has put me through hell, I am ready to do it again! Because I love our country, and I will NEVER let it get destroyed. <[link removed]> It’s no surprise that we’re leading the primary by 50 POINTS. Voters know that during these dark times, we need courage – not cowardice – in the White House. The time has now come to solidify our lead so that we can turn our focus 100% to beating Crooked Joe Biden and DISMANTLING the Deep State. Let’s finish the job we started, dismantle the Deep State, and MAKE AMERICA GREAT AGAIN! Please make a contribution to WRAP UP the primary so that we can focus on our REAL mission of firing Biden and DESTROYING THE DEEP STATE – for 1,500% impact. <[link removed]> Contribute $24 >> <[link removed]>Contribute $47 >> <[link removed]>Contribute $75 >> <[link removed]>Contribute $100 >> <[link removed]>Contribute $250 >> <[link removed]>Contribute Other Amount >> <[link removed]> Thank you, <[link removed]> Donald J. Trump 45th President of the United States ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
41,https://politicalemails.org/messages/1057840,Donald J. Trump,Sadly...,"May 25, 2023 1:52 PM",FATAL ERROR: Failed to parse this email
42,https://politicalemails.org/messages/1057742,"Donald J. Trump, me (2)",RE: We have no choice...,"May 25, 2023 11:54 AM","Liquid error: Internal error Either we ballot harvest where we can, or you can say goodbye to America ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ John,Many states have BANNED ballot harvesting to keep our elections honest and fair. But in the states where ballot harvesting is allowed, WE HAVE NO CHOICE BUT TO BEAT THE DEMOCRATS AT THEIR OWN GAME. Either we ballot harvest in the states where it’s legal, or you can say goodbye to our country, because the Democrats would win EVERY election. That’s why we launched our own Trump for President Ballot Harvesting Fund – but of course, our harvested ballots will only come from LEGAL, REGISTERED VOTERS! I couldn’t believe how many patriots donated to our new fund. Even the Fake News Media is talking about how big this has become! But I was a bit surprised to see you didn’t contribute, John. This is our path to win back the White House and save America. I hope you’re on board! Please make a contribution to our Ballot Harvesting Fund to CRUSH the Democrats at their own game – for 1,500% impact. <[link removed]> <[link removed]>CONTRIBUTE $24 >> <[link removed]>CONTRIBUTE $47 >> <[link removed]>CONTRIBUTE $75 >> <[link removed]>CONTRIBUTE $100 >> <[link removed]>CONTRIBUTE $250 >> <[link removed]>CONTRIBUTE OTHER AMOUNT  >> <[link removed]>Thank you, <[link removed]>Donald J. Trump 45th President of the United States ---------- Forwarded message --------- From: Donald J. Trump Date: Mon, Feb 13, 2023 Subject: MAJOR ANNOUNCEMENT To: < [email protected] > <[link removed]>John,The radical Democrats have used ballot harvesting to cancel out YOUR vote and walk away with elections that they NEVER should have won.But I’m doing something HUGE to fight back.Our presidential campaign will launch our own BALLOT HARVESTING FUND in the states where the Left has been cheating the system. Please make a contribution to our brand new BALLOT HARVESTING FUND to harvest ballots in the states where we can, and BEAT the Democrats at their own game – for 1,500% impact. <[link removed]> <[link removed]>CONTRIBUTE $24 >> <[link removed]>CONTRIBUTE $47 >> <[link removed]>CONTRIBUTE $75 >> <[link removed]>CONTRIBUTE $100 >> <[link removed]>CONTRIBUTE $250 >> <[link removed]>CONTRIBUTE OTHER AMOUNT  >> <[link removed]>The radical Left knows they could never win aFAIR election on the issues.What could Biden possibly say to win over voters?“Mr. Smith, we’re going to release murderers into your neighborhood, take away your guns so you can’t defend yourself, leave our southern border wide open, and mutilate seven-year-old girls to switch genders. Please vote for Biden and Kamala.” So, instead of running on the issues, Democrats try to BUY, RIG, and LIE their way into power.The Left spent $1 BILLION in 2020 to put Biden and Kamala in the White House. The FBI colluded with liberal tech corporations to suppress damaging stories about Biden.And I know I don’t have to remind you about the many, many ballots “harvested” by the Democrats… BUT NOT ANYMORE! Our path forward is to MASTER the Democrats’ own game of harvesting ballots in every state we can.But that also means we need to start laying the foundation for victory RIGHT NOW.So please, make a contribution to our brand new BALLOT HARVESTING FUND to harvest ballots in the states where we can, and BEAT the Democrats at their own game – for 1,500% impact. <[link removed]> Thank you, <[link removed]>Donald J. Trump 45th President of the United States CONTRIBUTE  >> <[link removed]> ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
43,https://politicalemails.org/messages/1057418,(2) Trump 2024 Membership Services,FW: Reaching out to a select few,"May 24, 2023 9:55 PM",FATAL ERROR: Failed to parse this email
44,https://politicalemails.org/messages/1057416,DonaldJTrump.com,Never lose hope!,"May 24, 2023 9:53 PM","Liquid error: Internal error <[link removed]> “With a dark cloud over our beloved country, I have no doubt, nevertheless, that we will Make America Great Again.” <[link removed]> -President Donald J. Trump (Tuesday, April 4, 2023 – The Day of his Arrest) <[link removed]> Please make a contribution to peacefully stand with President Trump and SAVE the greatest country in history – for 1,500% impact. <[link removed]> Contribute $24 >> <[link removed]>Contribute $47 >> <[link removed]>Contribute $75 >> <[link removed]>Contribute $100 >> <[link removed]>Contribute $250 >> <[link removed]>Contribute Other Amount >> <[link removed]> Thank you, Team Trump ######### Paid for by Trump Save America Joint Fundraising Committee, a joint fundraising committee composed of and authorized by Donald J. Trump for President 2024, Inc. and Save America. www.donaldjtrump.com ######### This email was sent to [email protected] . Trump Save America JFC, P.O. Box 13570, Arlington, VA 22219, United States Contributions to Trump Save America JFC are not tax deductible for federal income tax purposes. Unsubscribe: [link removed]"
